,Open,High,Low,Close,Volume
2025-02-25 18:30:00,594.24,595.7,593.68,595.62,1472034
2025-02-25 18:00:00,595.35,595.95,595.35,595.48,82637
2025-02-25 17:30:00,595.05,595.35,594.96,595.35,73505
2025-02-25 17:00:00,595.04,595.13,554.6749,595.07,770333
2025-02-25 16:30:00,595.22,596.9371,594.24,595.04,604230
2025-02-25 16:00:00,594.19,599.82,593.709,595.2598,7601419
2025-02-25 15:30:00,595.9,596.02,593.57,594.21,7194198
2025-02-25 15:00:00,595.23,596.64,594.74,595.89,3494583
2025-02-25 14:30:00,593.04,595.58,593.02,595.24,3265858
2025-02-25 14:00:00,594.65,594.88,593.01,593.07,2006453
2025-02-25 13:30:00,593.705,595.87,593.61,594.71,2271983
2025-02-25 13:00:00,594.78,596.18,593.64,593.7,2672341
2025-02-25 12:30:00,593.67,594.8,593.46,594.79,2285497
2025-02-25 12:00:00,593.13,593.69,592.12,593.68,1878933
2025-02-25 11:30:00,590.85,593.8084,589.56,593.2,3645992
2025-02-25 11:00:00,592.34,592.42,590.73,590.87,4104619
2025-02-25 10:30:00,590.86,593.44,590.5033,592.33,5251750
2025-02-25 10:00:00,595.25,595.28,590.67,590.85,7298774
2025-02-25 09:30:00,597.15,597.89,594.25,595.23,5709784
2025-02-25 09:00:00,597.39,597.51,596.3,597.19,230043
2025-02-25 08:30:00,598.09,598.2,597.19,597.41,139535
2025-02-25 08:00:00,595.8645,598.38,594.9975,598.09,208305
2025-02-25 07:30:00,597.29,597.88,596.55,597.82,75956
2025-02-25 07:00:00,596.83,597.46,596.65,597.32,71351
2025-02-25 06:30:00,595.67,597.08,595.62,596.8,29711
2025-02-25 06:00:00,595.21,595.83,594.95,595.63,32561
2025-02-25 05:30:00,595.99,596.06,595.02,595.13,11905
2025-02-25 05:00:00,595.19,596.11,595.19,595.97,12473
2025-02-25 04:30:00,596.6,596.78,595.14,595.2,25344
2025-02-25 04:00:00,597.0,597.88,595.58,596.6,33425
2025-02-24 20:00:00,597.21,597.21,597.21,597.21,1779276
2025-02-24 19:30:00,597.9694,598.21,597.85,598.03,52495
2025-02-24 19:00:00,597.07,598.14,597.065,597.99,32726
2025-02-24 18:30:00,597.21,597.86,596.57,597.02,1849683
2025-02-24 18:00:00,597.53,597.9,597.465,597.82,45140
2025-02-24 17:30:00,597.45,610.27,597.44,597.535,16734
2025-02-24 17:00:00,597.64,597.64,557.7841,597.44,442889
2025-02-24 16:30:00,597.62,605.99,597.21,597.63,185299
2025-02-24 16:00:00,597.2,599.9043,596.9087,597.64,11571452
2025-02-24 15:30:00,599.11,599.72,596.64,597.2,10471362
2025-02-24 15:00:00,599.81,600.03,598.9,599.1,3338567
2025-02-24 14:30:00,600.06,600.66,599.39,599.78,1887339
2025-02-24 14:00:00,600.62,601.43,599.84,600.07,1759908
2025-02-24 13:30:00,601.39,601.6133,600.36,600.64,1035722
2025-02-24 13:00:00,600.644,601.71,600.53,601.41,1183735
2025-02-24 12:30:00,601.08,601.85,600.55,600.635,1277626
2025-02-24 12:00:00,599.98,601.58,599.8201,601.04,1565003
2025-02-24 11:30:00,600.13,600.8,599.4019,599.97,1917871
2025-02-24 11:00:00,597.72,600.38,597.47,600.0962,2649802
2025-02-24 10:30:00,597.93,598.45,596.75,597.7,2700700
2025-02-24 10:00:00,598.76,600.3,596.49,597.95,5767278
2025-02-24 09:30:00,602.02,603.03,598.6313,598.76,5126327
2025-02-24 09:00:00,603.19,610.195,600.235,602.0,275697
2025-02-24 08:30:00,603.09,603.25,599.94,603.1995,141181
2025-02-24 08:00:00,602.91,603.77,599.94,603.075,229348
2025-02-24 07:30:00,602.66,603.09,602.4,602.92,57855
2025-02-24 07:00:00,603.22,603.22,602.44,602.69,232488
2025-02-24 06:30:00,603.23,603.36,602.9,603.18,85380
2025-02-24 06:00:00,602.93,603.25,602.64,603.25,15731
2025-02-24 05:30:00,603.06,603.18,602.87,602.91,15732
2025-02-24 05:00:00,603.22,603.32,602.94,603.08,36615
2025-02-24 04:30:00,603.68,603.76,603.13,603.22,56371
2025-02-24 04:00:00,601.74,603.78,601.74,603.69,54097
2025-02-21 20:00:00,599.94,599.94,599.94,599.94,2695408
2025-02-21 19:30:00,600.21,600.31,600.05,600.3,38984
2025-02-21 19:00:00,600.17,600.38,600.05,600.21,15716
2025-02-21 18:30:00,599.94,600.35,599.94,600.1,2724206
2025-02-21 18:00:00,600.335,600.35,600.29,600.3,23430
2025-02-21 17:30:00,600.1,600.35,599.88,600.35,592644
2025-02-21 17:00:00,599.96,600.15,599.8605,600.14,492596
2025-02-21 16:30:00,600.2,600.31,599.825,599.96,263263
2025-02-21 16:00:00,600.0,610.2797,599.75,600.2089,19192787
2025-02-21 15:30:00,600.58,600.91,599.5,600.0,10622569
2025-02-21 15:00:00,600.03,600.64,599.66,600.56,4892971
2025-02-21 14:30:00,599.9099,600.66,599.47,600.035,4465601
2025-02-21 14:00:00,601.76,602.33,599.65,599.91,4124030
2025-02-21 13:30:00,602.145,603.225,601.57,601.7535,4277966
2025-02-21 13:00:00,603.83,603.8493,602.1001,602.16,4397174
2025-02-21 12:30:00,605.755,605.79,603.62,603.82,4613314
2025-02-21 12:00:00,606.8,607.1292,605.16,605.7199,3601474
2025-02-21 11:30:00,606.95,607.5,606.31,606.805,1884403
2025-02-21 11:00:00,606.84,607.48,606.18,606.94,5434327
2025-02-21 10:30:00,606.75,607.06,605.766,606.8399,3157631
2025-02-21 10:00:00,608.5,608.65,606.52,606.76,5756989
2025-02-21 09:30:00,610.16,610.3,608.24,608.4701,3548713
2025-02-21 09:00:00,610.89,611.17,610.15,610.17,170462
2025-02-21 08:30:00,610.88,611.1,608.37,610.91,114317
2025-02-21 08:00:00,610.3835,611.09,609.8,610.86,88844
2025-02-21 07:30:00,610.94,611.05,610.85,610.95,23598
2025-02-21 07:00:00,610.59,611.08,610.171,610.94,36817
2025-02-21 06:30:00,610.71,610.78,610.47,610.63,9372
2025-02-21 06:00:00,610.74,610.85,610.65,610.72,15265
2025-02-21 05:30:00,610.78,610.78,610.5,610.75,6567
2025-02-21 05:00:00,610.72,610.81,610.51,610.78,7841
2025-02-21 04:30:00,610.45,610.72,610.39,610.66,5734
2025-02-21 04:00:00,610.3,610.62,610.22,610.46,7337
2025-02-20 20:00:00,610.38,610.39,610.38,610.39,903982
2025-02-20 19:30:00,610.37,610.42,610.18,610.405,8628
2025-02-20 19:00:00,610.39,610.6,610.25,610.37,10390
2025-02-20 18:30:00,610.38,610.64,610.25,610.43,924483
2025-02-20 18:00:00,609.9,610.38,609.9,610.28,22182
2025-02-20 17:30:00,609.985,610.38,609.83,609.9,65431
2025-02-20 17:00:00,610.07,610.38,609.97,609.97,291043
2025-02-20 16:30:00,610.0,610.38,609.84,609.99,93764
2025-02-20 16:00:00,610.39,612.9143,609.69,609.99,5664032
2025-02-20 15:30:00,609.84,610.7,609.4625,610.39,5353306
2025-02-20 15:00:00,609.865,610.0987,609.26,609.84,1906581
2025-02-20 14:30:00,609.16,610.1,608.72,609.86,2150379
2025-02-20 14:00:00,608.6,609.49,608.5,609.17,1647206
2025-02-20 13:30:00,607.94,608.76,607.82,608.6,1958233
2025-02-20 13:00:00,608.03,608.49,607.64,607.96,2175270
2025-02-20 12:30:00,608.78,609.0999,608.025,608.03,962429
2025-02-20 12:00:00,607.45,608.9399,607.28,608.79,1709453
2025-02-20 11:30:00,608.255,608.42,607.1,607.46,2117048
2025-02-20 11:00:00,607.35,608.45,607.23,608.26,1899625
2025-02-20 10:30:00,609.1,609.52,607.08,607.35,1890108
2025-02-20 10:00:00,608.4,609.36,607.02,609.11,4008407
2025-02-20 09:30:00,611.54,611.684,608.31,608.3825,3799073
2025-02-20 09:00:00,611.34,611.75,611.32,611.59,177680
2025-02-20 08:30:00,611.18,612.93,611.08,611.34,94353
2025-02-20 08:00:00,611.44,612.9352,610.83,611.32,97105
2025-02-20 07:30:00,611.11,611.56,611.09,611.51,46044
2025-02-20 07:00:00,611.14,611.51,610.84,611.08,78898
2025-02-20 06:30:00,611.61,611.74,611.03,611.1,80726
2025-02-20 06:00:00,611.87,611.92,611.53,611.56,5633
2025-02-20 05:30:00,612.07,612.14,611.88,611.89,4297
2025-02-20 05:00:00,611.96,612.18,611.9,612.08,5022
2025-02-20 04:30:00,611.75,612.01,611.58,611.92,7540
2025-02-20 04:00:00,611.78,611.78,611.0,611.74,10697
2025-02-19 20:00:00,612.93,612.93,612.93,612.93,964281
2025-02-19 19:30:00,611.88,612.834,611.78,612.339,11957
2025-02-19 19:00:00,612.1,612.2,592.1626,611.9088,7508
2025-02-19 18:30:00,612.93,612.93,611.87,612.1,993773
2025-02-19 18:00:00,612.1,612.38,611.99,612.08,135850
2025-02-19 17:30:00,612.18,612.19,612.1,612.1,41467
2025-02-19 17:00:00,612.08,612.93,612.04,612.1312,189733
2025-02-19 16:30:00,612.04,612.93,611.98,612.07,115078
2025-02-19 16:00:00,612.91,612.93,611.3836,612.05,6051730
2025-02-19 15:30:00,612.11,613.06,612.08,612.9,5357636
2025-02-19 15:00:00,613.08,613.1,611.8,612.0999,2045474
2025-02-19 14:30:00,612.82,613.23,612.6203,613.11,1274573
2025-02-19 14:00:00,611.52,613.08,611.4,612.8201,2132180
2025-02-19 13:30:00,611.67,612.04,611.48,611.49,1207719
2025-02-19 13:00:00,611.56,611.7,610.65,611.66,1014802
2025-02-19 12:30:00,611.06,611.82,610.86,611.56,1112316
2025-02-19 12:00:00,611.66,611.96,611.01,611.05,1309721
2025-02-19 11:30:00,611.17,611.77,610.98,611.7,1019096
2025-02-19 11:00:00,610.14,611.26,610.14,611.18,2755856
2025-02-19 10:30:00,610.06,610.89,609.82,610.14,1815832
2025-02-19 10:00:00,609.92,610.235,609.56,610.06,2641836
2025-02-19 09:30:00,610.08,610.27,609.6845,609.92,2196668
2025-02-19 09:00:00,610.14,610.49,609.71,610.05,120759
2025-02-19 08:30:00,610.23,611.49,609.81,610.1405,58642
2025-02-19 08:00:00,611.7327,612.13,609.88,610.24,110756
2025-02-19 07:30:00,611.0,611.23,610.73,610.75,38238
2025-02-19 07:00:00,610.53,611.14,610.44,611.02,46929
2025-02-19 06:30:00,610.5,610.61,610.17,610.52,18937
2025-02-19 06:00:00,610.76,610.8,610.4,610.47,32282
2025-02-19 05:30:00,610.86,610.95,610.59,610.76,11402
2025-02-19 05:00:00,611.59,611.64,610.87,610.9,14082
2025-02-19 04:30:00,611.89,611.95,611.47,611.61,11141
2025-02-19 04:00:00,611.94,611.98,611.62,611.93,10002
2025-02-18 20:00:00,611.49,611.49,611.49,611.49,751559
2025-02-18 19:30:00,611.6897,611.95,611.6,611.9499,35914
2025-02-18 19:00:00,611.48,611.71,611.3715,611.67,13598
2025-02-18 18:30:00,611.49,611.58,611.21,611.46,762864
2025-02-18 18:00:00,610.95,611.75,610.95,611.2999,30080
2025-02-18 17:30:00,611.02,611.1,601.0618,610.95,12356
2025-02-18 17:00:00,611.02,611.49,610.95,611.01,153353
2025-02-18 16:30:00,611.25,611.49,610.93,611.01,507618
2025-02-18 16:00:00,611.36,611.5,609.8654,611.235,3826334
2025-02-18 15:30:00,609.77,611.38,609.63,611.35,5115987
2025-02-18 15:00:00,609.87,609.96,609.63,609.78,1547286
2025-02-18 14:30:00,609.22,610.04,609.11,609.85,1532230
2025-02-18 14:00:00,609.655,609.83,608.38,609.219,2331918
2025-02-18 13:30:00,609.88,609.93,609.4519,609.66,1226524
2025-02-18 13:00:00,610.34,610.6587,609.52,609.89,1299544
2025-02-18 12:30:00,610.0402,610.545,610.0402,610.35,908117
2025-02-18 12:00:00,610.24,610.32,609.78,610.035,774524
2025-02-18 11:30:00,610.4,610.855,610.06,610.25,973573
2025-02-18 11:00:00,610.605,610.74,609.76,610.41,1016329
2025-02-18 10:30:00,609.64,610.62,609.4,610.61,1682284
2025-02-18 10:00:00,610.1538,610.3099,609.33,609.63,2000729
2025-02-18 09:30:00,610.88,611.0,609.95,610.11,2829141
2025-02-18 09:00:00,612.22,612.26,610.83,610.86,147037
2025-02-18 08:30:00,612.1,612.25,609.7,612.22,33674
2025-02-18 08:00:00,611.6535,612.32,609.7,612.15,83699
2025-02-18 07:30:00,611.89,612.15,611.88,611.97,32098
2025-02-18 07:00:00,611.74,612.0,611.64,611.9,40019
2025-02-18 06:30:00,611.85,611.91,611.63,611.74,6771
2025-02-18 06:00:00,611.77,611.93,611.69,611.88,20603
2025-02-18 05:30:00,611.48,611.78,611.45,611.75,3991
2025-02-18 05:00:00,611.3,611.52,611.04,611.51,5610
2025-02-18 04:30:00,611.54,611.62,611.2,611.3,11804
2025-02-18 04:00:00,610.77,611.91,610.77,611.51,38178
2025-02-14 20:00:00,609.7,609.7,609.7,609.7,720160
2025-02-14 19:30:00,609.615,609.8599,609.56,609.8,23283
2025-02-14 19:00:00,609.625,609.7,609.51,609.62,2132
2025-02-14 18:30:00,609.7,609.7,609.52,609.625,724635
2025-02-14 18:00:00,609.78,609.88,609.47,609.6,31203
2025-02-14 17:30:00,609.81,609.88,609.66,609.83,10674
2025-02-14 17:00:00,609.93,609.95,609.7,609.85,296919
2025-02-14 16:30:00,609.77,610.07,609.49,609.928,367107
2025-02-14 16:00:00,609.69,610.0901,609.42,609.77,4263634
2025-02-14 15:30:00,609.66,610.29,609.545,609.7,5528584
2025-02-14 15:00:00,610.21,610.2448,609.59,609.67,1235463
2025-02-14 14:30:00,610.15,610.3024,609.83,610.22,1195039
2025-02-14 14:00:00,610.4899,610.72,610.06,610.13,1160021
2025-02-14 13:30:00,609.93,610.7507,609.88,610.48,899658
2025-02-14 13:00:00,609.92,610.09,609.7,609.9299,608054
2025-02-14 12:30:00,609.35,610.04,609.07,609.92,835169
2025-02-14 12:00:00,610.22,610.245,609.27,609.3201,1278157
2025-02-14 11:30:00,610.01,610.295,609.5,610.23,1486327
2025-02-14 11:00:00,610.53,610.85,609.4,609.99,2563165
2025-02-14 10:30:00,610.24,610.665,609.73,610.51,1347268
2025-02-14 10:00:00,610.48,610.99,610.02,610.24,1738503
2025-02-14 09:30:00,609.94,610.64,609.76,610.465,2902878
2025-02-14 09:00:00,609.7598,610.25,605.19,609.93,162441
2025-02-14 08:30:00,609.45,609.88,609.02,609.75,110997
2025-02-14 08:00:00,608.95,611.15,608.76,609.39,112932
2025-02-14 07:30:00,609.11,609.34,608.95,609.29,29935
2025-02-14 07:00:00,609.0,609.3,608.93,609.1,42748
2025-02-14 06:30:00,608.73,609.03,608.6,608.95,17278
2025-02-14 06:00:00,609.33,609.33,608.67,608.73,26943
2025-02-14 05:30:00,609.73,609.74,609.26,609.35,5557
2025-02-14 05:00:00,609.9,609.96,609.41,609.74,23653
2025-02-14 04:30:00,610.33,610.51,609.83,609.95,9653
2025-02-14 04:00:00,609.31,610.5,609.22,610.26,31018
2025-02-13 20:00:00,609.73,609.73,609.73,609.73,1678868
2025-02-13 19:30:00,609.7685,609.77,609.57,609.68,16651
2025-02-13 19:00:00,609.52,609.8,609.36,609.71,18554
2025-02-13 18:30:00,609.73,609.73,609.37,609.515,1698554
2025-02-13 18:00:00,609.36,609.81,609.3485,609.73,45793
2025-02-13 17:30:00,609.42,609.49,580.6101,609.33,27765
2025-02-13 17:00:00,609.4006,609.73,580.6101,609.42,150892
2025-02-13 16:30:00,609.415,609.72,609.35,609.41,97895
2025-02-13 16:00:00,609.67,609.92,603.2228,609.44,8133647
2025-02-13 15:30:00,609.57,609.94,609.09,609.69,8174971
2025-02-13 15:00:00,608.895,609.71,608.82,609.5799,3111972
2025-02-13 14:30:00,608.28,609.29,608.1422,608.9,2809143
2025-02-13 14:00:00,607.19,608.41,607.03,608.28,3544575
2025-02-13 13:30:00,606.2,607.25,605.31,607.19,2390098
2025-02-13 13:00:00,606.17,606.44,604.99,606.2,1306096
2025-02-13 12:30:00,606.54,606.97,605.795,606.1829,908276
2025-02-13 12:00:00,606.1,606.695,605.72,606.54,926485
2025-02-13 11:30:00,606.7,606.96,605.75,606.1,1388744
2025-02-13 11:00:00,607.09,607.48,606.61,606.69,1226445
2025-02-13 10:30:00,606.0849,607.49,606.0,607.09,2337248
2025-02-13 10:00:00,604.82,606.4199,604.21,606.08,3253785
2025-02-13 09:30:00,604.48,605.06,603.2,604.83,3142319
2025-02-13 09:00:00,604.6191,604.73,599.205,604.52,174769
2025-02-13 08:30:00,603.33,604.84,602.5,604.61,669289
2025-02-13 08:00:00,603.2,605.0,601.7652,603.25,127852
2025-02-13 07:30:00,603.16,603.38,602.72,603.18,53732
2025-02-13 07:00:00,603.31,603.51,602.74,603.19,76959
2025-02-13 06:30:00,603.9,603.95,602.7,603.25,73164
2025-02-13 06:00:00,603.48,603.94,603.38,603.9,6703
2025-02-13 05:30:00,603.24,603.62,603.1,603.46,7737
2025-02-13 05:00:00,603.31,603.48,602.96,603.23,7387
2025-02-13 04:30:00,603.08,603.42,602.95,603.36,26111
2025-02-13 04:00:00,603.89,603.89,601.57,603.05,24390
2025-02-12 20:00:00,603.36,603.36,603.36,603.36,1003173
2025-02-12 19:30:00,604.39,604.72,604.2,604.59,41860
2025-02-12 19:00:00,604.49,604.58,604.12,604.39,17412
2025-02-12 18:30:00,603.36,604.605,603.36,604.47,1026629
2025-02-12 18:00:00,603.99,604.12,603.71,603.845,43880
2025-02-12 17:30:00,604.005,604.11,603.98,604.03,17407
2025-02-12 17:00:00,604.0,604.03,576.1253,604.0,110574
2025-02-12 16:30:00,603.46,604.11,603.45,604.0,95504
2025-02-12 16:00:00,603.36,605.0614,602.6286,603.505,5905965
2025-02-12 15:30:00,603.325,603.59,602.57,603.36,4585705
2025-02-12 15:00:00,603.9,604.05,603.31,603.32,2264819
2025-02-12 14:30:00,603.06,604.23,603.06,603.9,1882116
2025-02-12 14:00:00,603.22,603.31,602.53,603.08,1689064
2025-02-12 13:30:00,603.5899,603.7599,602.92,603.21,1093968
2025-02-12 13:00:00,604.4,604.55,603.12,603.57,1103490
2025-02-12 12:30:00,603.78,604.53,603.09,604.39,1455206
2025-02-12 12:00:00,603.41,603.99,602.84,603.79,2342943
2025-02-12 11:30:00,600.63,603.54,600.6,603.39,1927265
2025-02-12 11:00:00,602.45,602.48,600.17,600.6599,1907487
2025-02-12 10:30:00,601.44,603.32,601.41,602.43,2040679
2025-02-12 10:00:00,601.36,602.36,599.58,601.444,4452987
2025-02-12 09:30:00,599.2,601.68,598.51,601.355,10498194
2025-02-12 09:00:00,599.24,599.61,598.22,599.23,598465
2025-02-12 08:30:00,605.46,605.75,598.54,599.26,2500605
2025-02-12 08:00:00,604.8887,605.73,603.8015,605.45,269011
2025-02-12 07:30:00,604.89,605.43,604.85,605.34,67885
2025-02-12 07:00:00,604.65,604.94,604.57,604.89,49596
2025-02-12 06:30:00,604.55,604.77,604.5,604.66,3763
2025-02-12 06:00:00,604.73,604.83,604.28,604.53,6953
2025-02-12 05:30:00,604.47,604.71,604.27,604.71,13900
2025-02-12 05:00:00,604.3,604.5,604.01,604.49,30080
2025-02-12 04:30:00,604.12,604.43,604.06,604.31,17483
2025-02-12 04:00:00,605.56,605.59,603.64,604.08,24720
2025-02-11 20:00:00,605.31,605.31,605.31,605.31,1283247
2025-02-11 19:30:00,605.4,605.66,605.26,605.28,26953
2025-02-11 19:00:00,605.22,605.4,605.14,605.385,6698
2025-02-11 18:30:00,605.31,605.43,604.98,605.23,1296654
2025-02-11 18:00:00,604.99,605.47,604.64,604.98,34163
2025-02-11 17:30:00,605.05,605.31,604.8,604.99,165744
2025-02-11 17:00:00,605.02,605.31,604.99,605.01,369150
2025-02-11 16:30:00,605.0391,605.31,568.0264,605.04,94633
2025-02-11 16:00:00,605.21,605.39,603.1344,605.0592,6649880
2025-02-11 15:30:00,605.28,605.58,604.61,605.21,5206742
2025-02-11 15:00:00,605.41,605.65,605.04,605.27,2255650
2025-02-11 14:30:00,604.72,605.86,604.71,605.41,1564967
2025-02-11 14:00:00,604.56,604.85,604.39,604.7216,1599768
2025-02-11 13:30:00,603.98,605.3,603.95,604.59,1192670
2025-02-11 13:00:00,603.75,604.19,603.5,603.9692,916576
2025-02-11 12:30:00,604.34,604.43,603.6,603.7599,867270
2025-02-11 12:00:00,604.18,604.42,603.1,604.32,2576639
2025-02-11 11:30:00,604.62,604.89,604.03,604.21,1439594
2025-02-11 11:00:00,604.7,605.05,604.5,604.58,1252409
2025-02-11 10:30:00,604.16,605.22,604.0,604.7062,1792490
2025-02-11 10:00:00,603.31,604.26,602.7,604.15,1879956
2025-02-11 09:30:00,602.55,603.59,602.43,603.33,2121225
2025-02-11 09:00:00,601.98,603.985,600.765,602.52,136412
2025-02-11 08:30:00,602.72,604.85,601.89,601.9602,150818
2025-02-11 08:00:00,603.198,604.85,602.37,602.7299,126434
2025-02-11 07:30:00,602.88,603.51,602.79,603.33,48285
2025-02-11 07:00:00,603.39,603.5,602.88,602.89,54228
2025-02-11 06:30:00,603.05,603.4,602.97,603.37,9680
2025-02-11 06:00:00,602.61,603.09,602.57,603.04,5133
2025-02-11 05:30:00,603.07,603.14,602.56,602.6,28555
