,Open,High,Low,Close,Volume
2019-07-12,297.01,300.73,295.48,300.65,236782500
2019-07-05,296.68,298.82,294.33,298.46,233188240
2019-06-28,294.23,294.58,290.35,293.0,280902456
2019-06-21,289.52,296.31,289.18,294.0,403194392
2019-06-14,289.37,291.4,287.82,289.26,267806562
2019-06-07,275.31,288.85,273.09,287.65,388532138
2019-05-31,283.09,284.15,275.24,275.27,324388845
2019-05-24,284.06,286.93,280.57,282.78,313209109
2019-05-17,282.42,289.21,279.93,285.84,455352831
2019-05-10,289.25,293.31,282.3,288.1,559396661
2019-05-03,293.51,294.95,289.52,294.03,331555173
2019-04-26,289.17,293.49,289.07,293.41,251486972
2019-04-18,290.24,291.43,288.66,290.02,228726690
2019-04-12,288.1,290.47,286.7,290.16,297131032
2019-04-05,284.7,288.63,284.4,288.57,293550732
2019-03-29,278.87,282.84,277.64,282.48,364351190
2019-03-22,281.55,285.18,279.18,279.25,439286798
2019-03-15,275.26,282.38,275.23,281.31,374232925
2019-03-08,281.6,281.87,272.42,274.46,421329855
2019-03-01,280.73,281.31,277.48,280.42,330945211
2019-02-22,276.48,279.36,276.35,279.14,278060914
2019-02-15,271.2,277.41,270.03,277.37,385891903
2019-02-08,270.11,273.44,267.83,270.47,369916231
2019-02-01,263.39,271.2,261.79,270.06,434018257
2019-01-25,264.82,266.7,260.66,265.78,357648967
2019-01-18,256.86,266.98,256.41,266.46,457771946
2019-01-11,252.69,259.16,251.69,258.98,471340274
2019-01-04,249.56,253.11,243.67,252.39,557994095
2018-12-28,239.04,251.4,233.76,247.75,705164479
2018-12-21,259.4,260.65,239.98,240.7,1022399124
2018-12-14,263.37,269.0,258.62,260.47,584550810
2018-12-07,280.28,280.4,262.44,263.57,646208066
2018-11-30,265.78,276.28,265.34,275.65,463664046
2018-11-23,273.05,273.38,263.07,263.25,357454638
2018-11-16,277.19,277.46,267.01,273.73,584955592
2018-11-09,272.44,281.22,271.35,277.76,392857922
2018-11-02,268.8,275.23,259.85,271.89,668290565
2018-10-26,277.0,277.36,262.29,265.33,746211369
2018-10-19,275.55,281.15,274.3,276.25,605604697
2018-10-12,287.05,288.86,270.36,275.95,834839179
2018-10-05,292.11,293.21,286.22,287.82,391529366
2018-09-28,291.34,292.24,289.41,290.72,306860196
2018-09-21,290.82,293.94,289.03,291.99,385095314
2018-09-14,288.74,291.27,286.98,290.88,266646460
2018-09-07,289.84,290.21,286.71,287.6,269481491
2018-08-31,288.86,291.74,288.68,290.31,292871702
2018-08-24,285.57,287.67,285.06,287.51,258765056
2018-08-17,283.47,285.56,280.16,285.06,348086695
2018-08-10,283.64,286.01,282.36,283.16,237505104
2018-08-03,281.51,283.66,279.16,283.6,303528076
2018-07-27,279.45,284.37,279.06,281.42,328660099
2018-07-20,279.64,281.18,278.41,279.68,288894849
2018-07-13,276.55,279.93,276.5,279.59,287931618
2018-07-06,269.51,275.84,269.24,275.42,229161460
2018-06-29,273.44,273.87,268.49,271.28,485741044
2018-06-22,275.49,276.72,273.53,274.74,331907984
2018-06-15,278.44,279.48,275.35,277.13,407431335
2018-06-08,274.53,278.28,274.18,278.19,304361540
2018-06-01,270.31,273.94,267.76,273.6,350365408
2018-05-25,273.01,274.25,270.78,272.15,308104999
2018-05-18,273.34,274.08,270.03,271.33,316673732
2018-05-11,266.89,273.15,265.15,272.85,314405739
2018-05-04,267.26,267.89,259.05,266.02,470288186
2018-04-27,267.26,267.98,260.85,266.56,406985748
2018-04-20,267.0,271.3,265.61,266.61,363000222
2018-04-13,261.37,267.54,259.94,265.15,456126567
2018-04-06,262.55,266.64,254.67,259.72,692132370
2018-03-29,262.13,266.77,258.58,263.15,542594643
2018-03-23,273.35,274.4,257.83,258.05,579995958
2018-03-16,279.2,280.41,274.14,274.2,453565520
2018-03-09,267.73,278.87,267.61,278.87,444110537
2018-03-02,275.93,278.92,264.82,269.08,623436632
2018-02-23,272.03,274.72,269.64,274.71,388531120
2018-02-16,263.83,275.32,261.66,273.11,617315722
2018-02-09,273.45,275.85,252.92,261.5,1347099518
2018-02-02,285.93,286.43,275.41,275.45,604140147
2018-01-26,280.17,286.63,280.11,286.58,515553657
2018-01-19,279.35,280.41,276.18,280.41,461462045
2018-01-12,273.31,278.11,272.92,277.92,337324998
2018-01-05,267.84,273.56,267.4,273.42,340886568
2017-12-29,267.05,268.55,266.64,266.86,244118982
2017-12-22,268.1,268.6,266.69,267.51,388541160
2017-12-15,266.31,267.56,265.39,266.51,516455674
2017-12-08,266.31,266.8,262.71,265.51,401716112
2017-12-01,260.41,266.05,260.0,264.46,521044034
2017-11-24,258.14,260.48,257.86,260.36,190142219
2017-11-17,257.31,259.04,255.63,257.86,335889185
2017-11-10,258.3,259.35,256.36,258.09,311590044
2017-11-03,256.47,258.5,256.19,258.45,284832469
2017-10-27,257.48,257.89,254.0,257.71,389927023
2017-10-20,255.21,257.14,254.35,257.11,261751134
2017-10-13,254.63,255.27,253.65,254.95,228400405
2017-10-06,251.49,254.7,251.29,254.37,325955528
2017-09-29,249.15,251.32,248.08,251.23,322504585
2017-09-22,249.61,250.19,248.92,249.44,252342899
2017-09-15,248.04,250.32,248.02,249.19,378367608
2017-09-08,247.26,247.52,244.95,246.58,271183199
2017-09-01,245.17,248.33,242.93,247.84,319542995
2017-08-25,242.64,245.62,241.83,244.56,294001257
2017-08-18,245.59,247.57,242.2,242.71,450346988
2017-08-11,247.49,248.91,243.7,244.12,351469036
2017-08-04,247.37,247.79,246.37,247.41,269077813
2017-07-28,246.79,248.0,245.68,246.91,269953776
2017-07-21,245.47,247.42,244.67,246.88,263085383
2017-07-14,241.95,245.97,240.85,245.56,246270520
2017-07-07,242.88,243.38,240.34,242.11,215044200
2017-06-30,243.9,244.38,239.96,241.8,385280600
2017-06-23,243.59,244.73,242.41,243.13,289142700
2017-06-16,243.13,244.87,241.63,242.64,375795400
2017-06-09,243.97,245.01,241.95,243.41,347425600
2017-06-02,241.34,244.35,240.64,244.17,284626000
2017-05-26,238.9,242.08,238.82,241.71,263756200
2017-05-19,239.47,240.67,235.43,238.31,507393900
2017-05-12,239.75,240.19,238.13,238.98,270313700
2017-05-05,238.68,239.72,237.7,239.7,320859900
2017-04-28,237.18,239.53,234.56,238.08,401553800
2017-04-21,233.11,235.85,232.88,234.59,423293100
2017-04-13,235.36,236.26,232.51,232.51,330405400
2017-04-07,235.8,237.39,233.91,235.2,394361400
2017-03-31,231.93,236.52,231.61,235.74,373359800
2017-03-24,237.03,237.61,232.96,233.86,494830700
2017-03-17,237.62,239.44,236.19,237.03,380565500
2017-03-10,237.5,238.12,235.74,237.69,371339600
2017-03-03,236.64,240.32,236.02,238.42,454855800
2017-02-24,235.52,236.9,235.41,236.74,308058800
2017-02-17,232.08,235.16,232.05,235.09,375003400
2017-02-10,228.87,231.77,228.31,231.51,299258600
2017-02-03,228.17,229.55,226.32,229.34,384956600
2017-01-27,226.74,229.71,225.27,228.97,374736400
2017-01-20,226.31,227.31,225.41,226.74,311811500
2017-01-13,226.91,227.45,224.96,227.05,320192700
2017-01-06,225.04,227.75,223.88,227.21,320049800
2016-12-30,226.02,226.73,222.73,223.53,264461900
2016-12-23,225.25,226.57,224.92,225.71,340559400
2016-12-16,226.4,228.34,224.67,225.04,636388200
2016-12-09,220.65,226.53,220.42,226.51,426173500
2016-12-02,221.16,221.82,219.15,219.68,413631800
2016-11-25,219.17,221.56,219.0,221.52,234324100
2016-11-18,217.03,219.27,215.72,218.5,407913300
2016-11-11,208.55,218.31,208.55,216.42,736452700
2016-11-04,212.93,213.19,208.38,208.55,485446500
2016-10-28,215.0,215.32,211.71,212.54,420237800
2016-10-21,213.09,214.64,212.17,213.98,364393500
2016-10-14,216.16,216.7,211.21,213.12,450791700
2016-10-07,215.82,216.3,213.99,215.04,428991900
2016-09-30,215.02,217.12,213.62,216.3,501006600
2016-09-23,214.13,217.53,213.03,215.99,410509800
2016-09-16,212.39,216.81,212.31,213.37,774789500
2016-09-09,218.7,219.22,213.25,213.28,428949000
2016-09-02,217.44,218.87,216.03,218.37,391024300
2016-08-26,218.26,219.6,216.25,217.29,378228000
2016-08-19,218.89,219.5,217.02,218.54,306593700
2016-08-12,218.4,218.94,217.23,218.46,282917100
2016-08-05,217.19,218.23,214.25,218.18,338078200
2016-07-29,217.0,217.54,215.62,217.12,354592600
2016-07-22,215.97,217.37,215.63,217.24,301795900
2016-07-15,213.19,217.01,212.95,215.83,460619900
2016-07-08,208.95,212.94,207.06,212.65,425390000
2016-07-01,201.59,210.49,198.65,209.92,798564000
2016-06-24,208.82,210.87,202.72,203.24,686987600
2016-06-17,209.36,210.37,205.59,206.52,618523800
2016-06-10,210.7,212.52,209.43,210.07,379648800
2016-06-03,210.56,210.93,208.86,210.28,344617400
2016-05-27,205.51,210.25,204.99,210.24,343451500
2016-05-20,204.96,207.34,202.78,205.49,532894700
2016-05-13,205.57,208.54,204.38,204.76,419635000
2016-05-06,206.92,208.18,203.88,205.72,407103400
2016-04-29,208.26,209.81,205.03,206.33,459000400
2016-04-22,207.78,210.92,207.0,208.97,429640800
2016-04-15,205.25,208.6,203.7,207.78,436419000
2016-04-08,206.83,207.07,203.09,204.5,463898600
2016-04-01,203.61,207.14,202.4,206.92,450704000
2016-03-24,204.07,205.23,201.74,203.12,335812000
2016-03-18,202.16,205.23,201.05,204.38,568735200
2016-03-11,199.34,202.81,197.38,202.76,613798300
2016-03-04,195.11,201.35,193.33,200.43,594598600
2016-02-26,193.87,196.68,189.32,195.09,606469800
2016-02-19,188.77,193.32,187.63,192.0,473396200
2016-02-12,185.77,188.34,181.09,186.63,870945200
2016-02-05,192.53,194.58,187.1,187.95,844001500
2016-01-29,189.92,193.88,187.06,193.72,811418300
2016-01-22,189.96,190.76,181.02,190.52,845884700
2016-01-15,193.01,194.86,185.52,187.81,1136476500
2016-01-08,200.49,201.9,191.58,191.92,908565200
2015-12-31,204.86,207.79,203.87,203.87,336736149
2015-12-24,201.41,206.33,200.09,205.68,369649914
2015-12-18,202.07,208.48,199.83,200.02,957957765
2015-12-11,209.23,209.73,201.51,201.88,695055228
2015-12-04,209.75,211.0,204.75,209.62,678260410
2015-11-27,209.38,209.98,207.41,209.56,253103378
2015-11-20,202.32,210.12,202.18,209.31,542343503
2015-11-13,209.31,209.49,202.44,202.54,549621483
2015-11-06,208.32,211.66,208.17,210.04,466621557
2015-10-30,207.3,209.44,205.79,207.93,504447900
2015-10-23,202.5,207.95,201.65,207.52,576364477
2015-10-16,201.42,203.29,198.94,203.27,492262711
2015-10-09,196.46,201.9,196.33,201.33,621027138
2015-10-02,191.78,195.03,186.93,195.0,843095793
2015-09-25,196.44,197.68,190.56,192.87,666841322
2015-09-18,196.95,202.89,194.96,195.36,792543790
2015-09-11,195.94,199.47,194.25,196.74,543675749
2015-09-04,198.11,199.13,190.73,192.59,938737336
2015-08-28,187.49,199.84,182.4,199.24,1650892615
2015-08-21,208.71,210.68,197.52,197.63,864546086
2015-08-14,209.28,210.67,205.36,209.36,540645506
2015-08-07,210.46,211.31,206.87,207.92,515462127
2015-07-31,208.0,211.45,206.26,210.45,556268413
2015-07-24,212.75,213.18,207.6,207.94,445343896
2015-07-17,208.99,212.55,208.94,212.47,481406355
2015-07-10,205.77,208.17,204.11,207.48,729385674
2015-07-02,208.05,209.83,205.28,207.32,625899963
2015-06-26,211.91,212.59,209.16,209.9,432762343
2015-06-19,208.64,213.34,207.79,210.81,632747684
2015-06-12,209.64,212.09,207.69,209.93,537908121
2015-06-05,211.94,212.67,208.98,209.77,546278167
2015-05-29,212.4,212.98,210.2,211.14,417416736
2015-05-22,212.24,213.78,212.16,212.99,345719905
2015-05-15,211.57,212.61,208.62,212.44,462547705
2015-05-08,211.23,212.02,206.76,211.62,563435742
2015-05-01,212.33,212.48,207.62,210.72,556611161
2015-04-24,209.06,211.97,208.9,211.65,406927257
2015-04-17,209.87,211.04,207.01,207.95,509113874
